"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"AGARIND","Agarwal Industrial Corporation Limited","7(2)","Jai Prakash Agarwal HUF","Promoter Group","Equity Shares","135875","1.32",,"48422","5093994","Buy","Equity Shares","184297","1.23","09-Apr-2021","09-Apr-2021","12-Apr-2021","Preferential Offer","-","-","0","0","0","0","NA","-","13-Apr-2021 14:18","https://archives.nseindia.com/corporate/xbrl/IT_1098487_431343_13042021021850_WEB.xml"
"AGARIND","Agarwal Industrial Corporation Limited","7(2)","Mahendra Agarwal HUF","Promoter Group","Equity Shares","25000","0.24",,"39852","4192430","Buy","Equity Shares","64852","0.43","09-Apr-2021","09-Apr-2021","12-Apr-2021","Preferential Offer","-","-","0","0","0","0","NA","-","13-Apr-2021 14:18","https://archives.nseindia.com/corporate/xbrl/IT_1098487_431343_13042021021850_WEB.xml"
"AGARIND","Agarwal Industrial Corporation Limited","7(2)","Mahendra Agarwal","Promoters","Equity Shares","491100","4.79",,"18662","1963242","Buy","Equity Shares","509762","3.41","09-Apr-2021","09-Apr-2021","12-Apr-2021","Preferential Offer","-","-","0","0","0","0","NA","-","13-Apr-2021 14:18","https://archives.nseindia.com/corporate/xbrl/IT_1098487_431343_13042021021850_WEB.xml"
"AGARIND","Agarwal Industrial Corporation Limited","7(2)","Mahendra Agarwal","Promoters","Warrants","Nil","0",,"318000","8363400","Buy","Warrants","318000","2.13","09-Apr-2021","09-Apr-2021","12-Apr-2021","Preferential Offer","-","-","0","0","0","0","NA","-","13-Apr-2021 14:18","https://archives.nseindia.com/corporate/xbrl/IT_1098487_431343_13042021021850_WEB.xml"
"AGARIND","Agarwal Industrial Corporation Limited","7(2)","Kishan Agarwal","Immediate relative","Equity Shares","498225","4.86",,"29086","3059847","Buy","Equity Shares","527311","3.53","09-Apr-2021","09-Apr-2021","12-Apr-2021","Preferential Offer","-","-","0","0","0","0","NA","-","13-Apr-2021 14:18","https://archives.nseindia.com/corporate/xbrl/IT_1098487_431343_13042021021850_WEB.xml"
"AGARIND","Agarwal Industrial Corporation Limited","7(2)","Kishan Agarwal","Immediate relative","Warrants","Nil","0",,"344000","9047200","Buy","Warrants","344000","2.3","09-Apr-2021","09-Apr-2021","12-Apr-2021","Preferential Offer","-","-","0","0","0","0","NA","-","13-Apr-2021 14:18","https://archives.nseindia.com/corporate/xbrl/IT_1098487_431343_13042021021850_WEB.xml"
"AGARIND","Agarwal Industrial Corporation Limited","7(2)","Lalit Agarwal","Promoters","Equity Shares","400625","3.91",,"45658","4803221","Buy","Equity Shares","446283","2.98","09-Apr-2021","09-Apr-2021","12-Apr-2021","Preferential Offer","-","-","0","0","0","0","NA","-","13-Apr-2021 14:18","https://archives.nseindia.com/corporate/xbrl/IT_1098487_431343_13042021021850_WEB.xml"
"AGARIND","Agarwal Industrial Corporation Limited","7(2)","Lalit Agarwal","Promoters","Warrants","Nil","0",,"81000","2130300","Buy","Warrants","81000","0.54","09-Apr-2021","09-Apr-2021","12-Apr-2021","Preferential Offer","-","-","0","0","0","0","NA","-","13-Apr-2021 14:18","https://archives.nseindia.com/corporate/xbrl/IT_1098487_431343_13042021021850_WEB.xml"
"AGARIND","Agarwal Industrial Corporation Limited","7(2)","Nilesh Agarwal","Promoter Group","Equity Shares","279650","2.73",,"80775","8497530","Buy","Equity Shares","360425","2.41","09-Apr-2021","09-Apr-2021","12-Apr-2021","Preferential Offer","-","-","0","0","0","0","NA","-","13-Apr-2021 14:18","https://archives.nseindia.com/corporate/xbrl/IT_1098487_431343_13042021021850_WEB.xml"
"AGARIND","Agarwal Industrial Corporation Limited","7(2)","Nilesh Agarwal","Promoter Group","Warrants","Nil","0",,"109000","2866700","Buy","Warrants","109000","0.73","09-Apr-2021","09-Apr-2021","12-Apr-2021","Preferential Offer","-","-","0","0","0","0","NA","-","13-Apr-2021 14:18","https://archives.nseindia.com/corporate/xbrl/IT_1098487_431343_13042021021850_WEB.xml"
"AGARIND","Agarwal Industrial Corporation Limited","7(2)","Padmadevi Agarwal","Immediate relative","Equity Shares","244105","2.38",,"102737","10807932","Buy","Equity Shares","346842","2.32","09-Apr-2021","09-Apr-2021","12-Apr-2021","Preferential Offer","-","-","0","0","0","0","NA","-","13-Apr-2021 14:18","https://archives.nseindia.com/corporate/xbrl/IT_1098487_431343_13042021021850_WEB.xml"
"AGARIND","Agarwal Industrial Corporation Limited","7(2)","Padmadevi Agarwal","Immediate relative","Warrants","Nil","0",,"46000","1209800","Buy","Warrants","46000","0.31","09-Apr-2021","09-Apr-2021","12-Apr-2021","Preferential Offer","-","-","0","0","0","0","NA","-","13-Apr-2021 14:18","https://archives.nseindia.com/corporate/xbrl/IT_1098487_431343_13042021021850_WEB.xml"
"AGARIND","Agarwal Industrial Corporation Limited","7(2)","Rekha Agarwal","Immediate relative","Equity Shares","296114","2.89",,"81815","8606938","Buy","Equity Shares","377929","2.53","09-Apr-2021","09-Apr-2021","12-Apr-2021","Preferential Offer","-","-","0","0","0","0","NA","-","13-Apr-2021 14:18","https://archives.nseindia.com/corporate/xbrl/IT_1098487_431343_13042021021850_WEB.xml"
"AGARIND","Agarwal Industrial Corporation Limited","7(2)","Rekha Agarwal","Immediate relative","Warrants","Nil","0",,"23000","604900","Buy","Warrants","23000","0.15","09-Apr-2021","09-Apr-2021","12-Apr-2021","Preferential Offer","-","-","0","0","0","0","NA","-","13-Apr-2021 14:18","https://archives.nseindia.com/corporate/xbrl/IT_1098487_431343_13042021021850_WEB.xml"
"AGARIND","Agarwal Industrial Corporation Limited","7(2)","Sushiladevi Agarwal","Promoter Group","Warrants","Nil","0",,"32000","841600","Buy","Warrants","32000","0.21","09-Apr-2021","09-Apr-2021","12-Apr-2021","Preferential Offer","-","-","0","0","0","0","NA","-","13-Apr-2021 14:18","https://archives.nseindia.com/corporate/xbrl/IT_1098487_431343_13042021021850_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Robince Joy","Employees/Designated Employees","Equity Shares","12658","0",,"12658","4463844","Pledge","Equity Shares","12658","0","09-Apr-2021","09-Apr-2021","12-Apr-2021","Pledge Creation","-","-","0","0","0","0","NA","-","13-Apr-2021 12:58","https://archives.nseindia.com/corporate/xbrl/IT_1098484_431151_13042021125820_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Shashank Bharadwaj","Employees/Designated Employees","Equity Shares","6334","0",,"6234","2198420","Pledge","Equity Shares","6334","0","09-Apr-2021","09-Apr-2021","12-Apr-2021","Pledge Creation","-","-","0","0","0","0","NA","-","13-Apr-2021 12:58","https://archives.nseindia.com/corporate/xbrl/IT_1098484_431151_13042021125820_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Rajesh Manaktala","Employees/Designated Employees","Equity Shares","6000","0",,"6000","2115900","Pledge","Equity Shares","6000","0","09-Apr-2021","09-Apr-2021","12-Apr-2021","Pledge Creation","-","-","0","0","0","0","NA","-","13-Apr-2021 12:58","https://archives.nseindia.com/corporate/xbrl/IT_1098484_431151_13042021125820_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Anju Chhajer","Employees/Designated Employees","Equity Shares","19278","0",,"19278","6798387","Pledge","Equity Shares","19278","0","09-Apr-2021","09-Apr-2021","12-Apr-2021","Pledge Creation","-","-","0","0","0","0","NA","-","13-Apr-2021 12:58","https://archives.nseindia.com/corporate/xbrl/IT_1098484_431151_13042021125820_WEB.xml"
"MINDTREE","MindTree Limited","7(2)","G V D PRASAD RAO","Employees/Designated Employees",,"-","0",,,"-","-","-","-","-","-","-","-","-","FFXX43861","Futures","3120330","3600","0","0","NSE","-","12-Apr-2021 22:40","https://archives.nseindia.com/corporate/xbrl/IT_1098477_430692_12042021104032_WEB.xml"
"ADANIPORTS","Adani Ports and Special Economic Zone Limited","7(2)","Adani Tradeline LLP","Promoter Group","Equity Shares","138193549","6.8",,"329000","271000000","Pledge Revoke","Equity Shares","138193549","6.8","09-Apr-2021","09-Apr-2021","12-Apr-2021","Revokation of Pledge","-","-","0","0","0","0","NA","-","12-Apr-2021 22:14","https://archives.nseindia.com/corporate/xbrl/IT_1098475_430667_12042021101439_WEB.xml"
"ADANIPORTS","Adani Ports and Special Economic Zone Limited","7(2)","Adani Tradeline LLP","Promoter Group","Equity Shares","138193549","6.8",,"1180000","971100000","Pledge Revoke","Equity Shares","138193549","6.8","08-Apr-2021","08-Apr-2021","09-Apr-2021","Revokation of Pledge","-","-","0","0","0","0","NA","-","12-Apr-2021 22:14","https://archives.nseindia.com/corporate/xbrl/IT_1098475_430667_12042021101439_WEB.xml"
"ADANIPORTS","Adani Ports and Special Economic Zone Limited","7(2)","Adani Tradeline LLP","Promoter Group","Equity Shares","138193549","6.8",,"310000","252600000","Pledge Revoke","Equity Shares","138193549","6.8","07-Apr-2021","07-Apr-2021","09-Apr-2021","Revokation of Pledge","-","-","0","0","0","0","NA","-","12-Apr-2021 22:14","https://archives.nseindia.com/corporate/xbrl/IT_1098475_430667_12042021101439_WEB.xml"
"ESCORTS","Escorts Limited","7(2)","Ankit KumarGoel","-","Equity Shares","Nil","0",,"7680","6681600","Buy","Equity Shares","7680","0.01","08-Apr-2021","08-Apr-2021","09-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","12-Apr-2021 21:11","https://archives.nseindia.com/corporate/xbrl/IT_1098473_430628_12042021091151_WEB.xml"
"ESCORTS","Escorts Limited","7(2)","Komarneni Bhaskararao","-","Equity Shares","5400","0",,"1688","1468560","Buy","Equity Shares","7088","0.01","07-Apr-2021","07-Apr-2021","09-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","12-Apr-2021 21:11","https://archives.nseindia.com/corporate/xbrl/IT_1098473_430628_12042021091151_WEB.xml"
"ESCORTS","Escorts Limited","7(2)","DipankarGhosh","-","Equity Shares","60000","0.04",,"21000","18270000","Buy","Equity Shares","81000","0.06","07-Apr-2021","07-Apr-2021","09-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","12-Apr-2021 21:11","https://archives.nseindia.com/corporate/xbrl/IT_1098473_430628_12042021091151_WEB.xml"
"ADANIENT","Adani Enterprises Limited","7(2)","Adani Tradeline LLP (Formerly known as Parsa Kente Rail Infra LLP)","Promoter Group","Equity Shares","99491719","9.05",,"3028000","3520100000","Pledge Revoke","Equity Shares","99491719","9.05","08-Apr-2021","08-Apr-2021","09-Apr-2021","Revokation of Pledge","-","-","0","0","0","0","NA","-","12-Apr-2021 19:01","https://archives.nseindia.com/corporate/xbrl/IT_1098470_430412_12042021070140_WEB.xml"
"ADANIENT","Adani Enterprises Limited","7(2)","Adani Tradeline LLP (Formerly known as Parsa Kente Rail Infra LLP)","Promoter Group","Equity Shares","99491719","9.05",,"670000","780900000","Pledge Revoke","Equity Shares","99491719","9.05","07-Apr-2021","07-Apr-2021","09-Apr-2021","Revokation of Pledge","-","-","0","0","0","0","NA","-","12-Apr-2021 19:01","https://archives.nseindia.com/corporate/xbrl/IT_1098470_430412_12042021070140_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Suraj Kumar","Other","Equity Shares","3600","0",,"14400","8679043","Buy","Equity Shares","18000","0","16-Mar-2021","12-Apr-2021","12-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","12-Apr-2021 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1098468_430333_12042021064012_WEB.xml"
"RVNL","Rail Vikas Nigam Limited","7(2)","The President of India acting through and represented by the Ministry of Railways, Govt. of India","Promoters","Equity Shares","1630628894","78.21",,"127923","3517883","Sell","Equity Shares","1630500971","78.2","08-Apr-2021","08-Apr-2021","12-Apr-2021","Off Market","-","-","0","0","0","0","BSE,NSE","-","12-Apr-2021 18:25","https://archives.nseindia.com/corporate/xbrl/IT_1098466_430278_12042021062557_WEB.xml"
"SHRENIK","Shrenik Limited","7(2)","Shrenik Sudhir Vimawala","Promoters","Equity Shares","361409000","59.05",,"2000000","3600000","Pledge Invoke","Equity Shares","359409000","58.73","09-Apr-2021","09-Apr-2021","12-Apr-2021","Invocation of pledge","-","-","0","0","0","0","NA","-","12-Apr-2021 18:16","https://archives.nseindia.com/corporate/xbrl/IT_1098465_430234_12042021061646_WEB.xml"
"BAJAJ-AUTO","Bajaj Auto Limited","7(2)","Bajaj Auto ESOP Trust","Other","Equity Shares","122242","0.04",,"409","1203543","Sell","Equity Shares","121833","0.04","09-Apr-2021","09-Apr-2021","12-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","12-Apr-2021 17:04","https://archives.nseindia.com/corporate/xbrl/IT_1098461_429776_12042021050430_WEB.xml"
"ADANITRANS","Adani Transmission Limited","7(2)","Adani Tradeline LLP (earlier known as Parsa Kente Rail Infra LLP)","Promoter Group","Equity Shares","99491719","9.05",,"3299000","3306900000","Pledge Revoke","Equity Shares","99491719","9.05","08-Apr-2021","08-Apr-2021","10-Apr-2021","Revokation of Pledge","-","-","0","0","0","0","NA","-","12-Apr-2021 16:36","https://archives.nseindia.com/corporate/xbrl/IT_1098459_429586_12042021043648_WEB.xml"
"ICICIPRULI","ICICI Prudential Life Insurance Company Limited","7(2)","MANISH KUMAR","Employees/Designated Employees","Equity Shares","Nil","0",,"15000","5542500","Buy","Equity Shares","15000","0","09-Apr-2021","09-Apr-2021","12-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","12-Apr-2021 16:04","https://archives.nseindia.com/corporate/xbrl/IT_1098455_429424_12042021040436_WEB.xml"
"NACLIND","NACL Industries Limited","7(2)","K.LAKSHMI RAJU","Promoters","Equity Shares","11125860","5.67",,"1580000","61620000","Buy","Equity Shares","12705860","6.42","08-Apr-2021","08-Apr-2021","09-Apr-2021","Preferential Offer","-","-","0","0","0","0","NA","-","12-Apr-2021 12:31","https://archives.nseindia.com/corporate/xbrl/IT_1098452_428588_12042021123107_WEB.xml"
"VTL","Vardhman Textiles Limited","7(2)","IMJS SIDHU","Employees/Designated Employees","Equity Shares","5750","0.01",,"4500","3667500","Buy","Equity Shares","10250","0.02","06-Apr-2021","06-Apr-2021","08-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","10-Apr-2021 11:36","https://archives.nseindia.com/corporate/xbrl/IT_1098450_427604_10042021113610_WEB.xml"
"VTL","Vardhman Textiles Limited","7(2)","Rekha Jain","Immediate relative","Equity Shares","800","0",,"1050","855750","Buy","Equity Shares","1850","0","06-Apr-2021","06-Apr-2021","08-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","10-Apr-2021 11:36","https://archives.nseindia.com/corporate/xbrl/IT_1098450_427604_10042021113610_WEB.xml"
"VTL","Vardhman Textiles Limited","7(2)","S.Pal","Employees/Designated Employees","Equity Shares","6000","0.01",,"3000","2445000","Buy","Equity Shares","9000","0.02","06-Apr-2021","06-Apr-2021","08-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","10-Apr-2021 11:36","https://archives.nseindia.com/corporate/xbrl/IT_1098450_427604_10042021113610_WEB.xml"
"VTL","Vardhman Textiles Limited","7(2)","B.B. Peer","Employees/Designated Employees","Equity Shares","Nil","0",,"2600","2119000","Buy","Equity Shares","2600","0.01","06-Apr-2021","06-Apr-2021","08-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","10-Apr-2021 11:36","https://archives.nseindia.com/corporate/xbrl/IT_1098450_427604_10042021113610_WEB.xml"
"VTL","Vardhman Textiles Limited","7(2)","Neeraj Jain","Director","Equity Shares","Nil","0",,"2500","2037500","Buy","Equity Shares","2500","0","06-Apr-2021","06-Apr-2021","08-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","10-Apr-2021 11:36","https://archives.nseindia.com/corporate/xbrl/IT_1098450_427604_10042021113610_WEB.xml"
"VTL","Vardhman Textiles Limited","7(2)","Mukesh Saxena","Employees/Designated Employees","Equity Shares","600","0",,"2400","1956000","Buy","Equity Shares","3000","0.01","06-Apr-2021","06-Apr-2021","08-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","10-Apr-2021 11:36","https://archives.nseindia.com/corporate/xbrl/IT_1098450_427604_10042021113610_WEB.xml"
"VTL","Vardhman Textiles Limited","7(2)","R.S. YADAV","Employees/Designated Employees","Equity Shares","1400","0",,"2400","1956000","Buy","Equity Shares","3800","0.01","06-Apr-2021","06-Apr-2021","08-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","10-Apr-2021 11:36","https://archives.nseindia.com/corporate/xbrl/IT_1098450_427604_10042021113610_WEB.xml"
"VTL","Vardhman Textiles Limited","7(2)","D K Sindwani","Employees/Designated Employees","Equity Shares","Nil","0",,"2000","1630000","Buy","Equity Shares","2000","0","06-Apr-2021","06-Apr-2021","08-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","10-Apr-2021 11:36","https://archives.nseindia.com/corporate/xbrl/IT_1098450_427604_10042021113610_WEB.xml"
"VTL","Vardhman Textiles Limited","7(2)","Lalit Mahajan","Employees/Designated Employees","Equity Shares","258","0",,"1600","1304000","Buy","Equity Shares","1858","0","06-Apr-2021","06-Apr-2021","08-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","10-Apr-2021 11:36","https://archives.nseindia.com/corporate/xbrl/IT_1098450_427604_10042021113610_WEB.xml"
"VTL","Vardhman Textiles Limited","7(2)","Rajesh Chopra","Employees/Designated Employees","Equity Shares","Nil","0",,"1600","1304000","Buy","Equity Shares","1600","0","06-Apr-2021","06-Apr-2021","08-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","10-Apr-2021 11:36","https://archives.nseindia.com/corporate/xbrl/IT_1098450_427604_10042021113610_WEB.xml"
"VTL","Vardhman Textiles Limited","7(2)","Rajeev Thapar","Employees/Designated Employees","Equity Shares","Nil","0",,"1500","1222500","Buy","Equity Shares","1500","0","06-Apr-2021","06-Apr-2021","08-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","10-Apr-2021 11:36","https://archives.nseindia.com/corporate/xbrl/IT_1098450_427604_10042021113610_WEB.xml"
"VTL","Vardhman Textiles Limited","7(2)","MANOJ KUMAR BANSAL","Employees/Designated Employees","Equity Shares","550","0",,"1300","1059500","Buy","Equity Shares","1850","0","06-Apr-2021","06-Apr-2021","08-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","10-Apr-2021 11:36","https://archives.nseindia.com/corporate/xbrl/IT_1098450_427604_10042021113610_WEB.xml"
"VTL","Vardhman Textiles Limited","7(2)","Rajeev Mehani","Employees/Designated Employees","Equity Shares","Nil","0",,"1300","1059500","Buy","Equity Shares","1300","0","06-Apr-2021","06-Apr-2021","08-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","10-Apr-2021 11:36","https://archives.nseindia.com/corporate/xbrl/IT_1098450_427604_10042021113610_WEB.xml"
"VTL","Vardhman Textiles Limited","7(2)","Raman Shankar Devanarayanan","Employees/Designated Employees","Equity Shares","100","0",,"1300","1059500","Buy","Equity Shares","1400","0","06-Apr-2021","06-Apr-2021","08-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","10-Apr-2021 11:36","https://archives.nseindia.com/corporate/xbrl/IT_1098450_427604_10042021113610_WEB.xml"
"VTL","Vardhman Textiles Limited","7(2)","Siddharth Jain","Employees/Designated Employees","Equity Shares","Nil","0",,"1050","855750","Buy","Equity Shares","1050","0","06-Apr-2021","06-Apr-2021","08-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","10-Apr-2021 11:36","https://archives.nseindia.com/corporate/xbrl/IT_1098450_427604_10042021113610_WEB.xml"
"VTL","Vardhman Textiles Limited","7(2)","B. K. CHOUDHARY","Employees/Designated Employees","Equity Shares","Nil","0",,"4000","3260000","Buy","Equity Shares","4000","0.01","06-Apr-2021","06-Apr-2021","08-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","10-Apr-2021 11:36","https://archives.nseindia.com/corporate/xbrl/IT_1098450_427604_10042021113610_WEB.xml"
"SOLARA","Solara Active Pharma Sciences Limited","7(2)","PRONOMZ VENTURES LLP","Promoter Group","Equity Shares","3190831","8.88",,"192400","1924000","Pledge","Equity Shares","3190831","8.88","06-Apr-2021","06-Apr-2021","09-Apr-2021","Invocation of pledge","-","-","0","0","0","0","NA","-","09-Apr-2021 21:05","https://archives.nseindia.com/corporate/xbrl/IT_1098447_427445_09042021090500_WEB.xml"
"SOLARA","Solara Active Pharma Sciences Limited","7(2)","CHAYADEEP VENTURES LLP","Promoter Group","Equity Shares","1005000","2.79",,"192400","1924000","Pledge","Equity Shares","1005000","2.79","08-Apr-2021","08-Apr-2021","09-Apr-2021","Revokation of Pledge","-","-","0","0","0","0","NA","-","09-Apr-2021 21:05","https://archives.nseindia.com/corporate/xbrl/IT_1098447_427445_09042021090500_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Mehul Daryanani","Employees/Designated Employees","Equity Shares","58390","0",,"9200","1568840","Buy","Equity Shares","67590","0","05-Apr-2021","05-Apr-2021","08-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","09-Apr-2021 20:11","https://archives.nseindia.com/corporate/xbrl/IT_1098444_427394_09042021081100_WEB.xml"
"PPL","Prakash Pipes Limited","7(2)","FOUR WINGS MARKETING PVT LTD","Promoter Group","Equity Shares","Nil","0",,"12712","0","Buy","Equity Shares","12712","0.05","31-Mar-2021","31-Mar-2021","07-Apr-2021","Inter-se-Transfer","-","-","0","0","0","0","NA","-","09-Apr-2021 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1098442_427065_09042021054427_WEB.xml"
"PPL","Prakash Pipes Limited","7(2)","HISSAR TUBES LLP","Promoter Group","Equity Shares","153463","0.64",,"12712","0","Sell","Equity Shares","140751","0.59","31-Mar-2021","31-Mar-2021","07-Apr-2021","Inter-se-Transfer","-","-","0","0","0","0","NA","-","09-Apr-2021 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1098442_427065_09042021054427_WEB.xml"
"LAXMICOT","Laxmi Cotspin Limited","7(2)","SANJAY KACHRULAL RATHI","Promoters","Equity Shares","282375","1.68",,"6000","57600","Buy","Equity Shares","288375","1.68","17-Mar-2021","17-Mar-2021","01-Apr-2021","Market Purchase","-","-","0","0","0","0","NSE","-","09-Apr-2021 17:01","https://archives.nseindia.com/corporate/xbrl/IT_1098440_426944_09042021050123_WEB.xml"
"DCW","DCW Limited","7(2)","Rima Saatvik Jain","Promoters","Equity Shares","11","0",,"5263157","19","Buy","Equity Shares","5263168","1.9","07-Apr-2021","07-Apr-2021","07-Apr-2021","Preferential Offer","-","-","0","0","0","0","NA","-","09-Apr-2021 15:47","https://archives.nseindia.com/corporate/xbrl/IT_1098438_426693_09042021034725_WEB.xml"
"DCW","DCW Limited","7(2)","Namita P Jain","Promoters","Equity Shares","2361945","0.9",,"1530000","19","Buy","Equity Shares","3891945","1.41","07-Apr-2021","07-Apr-2021","07-Apr-2021","Preferential Offer","-","-","0","0","0","0","NA","-","09-Apr-2021 15:47","https://archives.nseindia.com/corporate/xbrl/IT_1098438_426693_09042021034725_WEB.xml"
